location,max_delivered,distinct_job_imb_count,scanned,client_company,mailing_name,mailing_status,mailing_date,orgId,startTheClockDate,scanFacilityName,JobID,delivery_date,pieceId,latitude,longitude
"01235,United States",1,27,4302,Qualprint,4538 - HASHVI 2412205,1,2024-11-27,OpVnPvMxgZur5plaqKtB,2024-11-29,,4538,2024-11-29,45b0a5bc-a905-11ef-b8d3-b3f555baf86b,42.4298,-73.0724
"02205,United States",1,23,4302,Qualprint,4538 - HASHVI 2412205,1,2024-11-27,OpVnPvMxgZur5plaqKtB,2024-11-27,BOSTON,4538,2024-11-29,3b266f8c-a905-11ef-b8d3-b3f555baf86b,42.3503,-71.0539
"01223,United States",1,23,4302,Qualprint,4538 - HASHVI 2412205,1,2024-11-27,OpVnPvMxgZur5plaqKtB,2024-11-29,,4538,2024-11-29,3842cd07-a904-11ef-aadf-c9ca81d212b8,42.3594,-73.1203
"12125,United States",1,23,4302,Qualprint,4538 - HASHVI 2412205,1,2024-11-27,OpVnPvMxgZur5plaqKtB,2024-11-27,,4538,2024-11-29,e36dfe44-a902-11ef-b972-275f3d92c4ca,42.4759,-73.3773
"01060,United States",1,22,4302,Qualprint,4538 - HASHVI 2412205,1,2024-11-27,OpVnPvMxgZur5plaqKtB,2024-11-29,,4538,2024-11-29,a543fded-a902-11ef-b487-5988d5a3dcfe,42.3223,-72.6313
"12060,United States",1,21,4302,Qualprint,4538 - HASHVI 2412205,1,2024-11-27,OpVnPvMxgZur5plaqKtB,2024-11-27,,4538,2024-11-29,7674f5a1-a902-11ef-b9a6-cb521dbaab41,42.433,-73.4903
"12037,United States",1,21,4302,Qualprint,4538 - HASHVI 2412205,1,2024-11-27,OpVnPvMxgZur5plaqKtB,2024-11-27,,4538,2024-11-29,e05847e9-a904-11ef-b8d3-b3f555baf86b,42.3496,-73.5873
"12018,United States",1,20,4302,Qualprint,4538 - HASHVI 2412205,1,2024-11-27,OpVnPvMxgZur5plaqKtB,2024-11-27,,4538,2024-11-29,9995f646-a904-11ef-a570-9dcc894cbec2,42.6365,-73.5504
"14692,United States",0,19,4302,Qualprint,4538 - HASHVI 2412205,1,2024-11-27,OpVnPvMxgZur5plaqKtB,2024-11-29,ROCHESTER,4538,2024-12-02,476fb04d-a904-11ef-a727-9bf7a5686735,43.286,-77.6843
"01225,United States",1,19,4302,Qualprint,4538 - HASHVI 2412205,1,2024-11-27,OpVnPvMxgZur5plaqKtB,2024-11-29,,4538,2024-11-29,1bc6ee53-a904-11ef-b6ee-99fe490b983b,42.5611,-73.158
"12168,United States",1,19,4302,Qualprint,4538 - HASHVI 2412205,1,2024-11-27,OpVnPvMxgZur5plaqKtB,2024-11-27,,4538,2024-11-29,a431fc38-a903-11ef-aadf-c9ca81d212b8,42.5487,-73.374
"11215,United States",1,16,4302,Qualprint,4538 - HASHVI 2412205,1,2024-11-27,OpVnPvMxgZur5plaqKtB,2024-11-29,,4538,2024-11-29,e67f35e1-a902-11ef-b972-275f3d92c4ca,40.6669,-73.9828
"12184,United States",1,16,4302,Qualprint,4538 - HASHVI 2412205,1,2024-11-27,OpVnPvMxgZur5plaqKtB,2024-11-27,,4538,2024-12-02,98100f34-a903-11ef-b6ee-99fe490b983b,42.4321,-73.6683
"12033,United States",1,15,4302,Qualprint,4538 - HASHVI 2412205,1,2024-11-27,OpVnPvMxgZur5plaqKtB,2024-11-27,,4538,2024-11-29,4eab57ca-a904-11ef-b573-3dbb81e63688,42.5376,-73.7071
"10024,United States",1,15,4302,Qualprint,4538 - HASHVI 2412205,1,2024-11-27,OpVnPvMxgZur5plaqKtB,2024-11-27,,4538,2024-11-29,544fbd57-a904-11ef-8414-b1dc88d05ed4,40.7864,-73.9764
"10199,United States",1,15,4302,Qualprint,4538 - HASHVI 2412205,1,2024-11-27,OpVnPvMxgZur5plaqKtB,2024-11-27,NEW YORK,4538,2024-12-02,e9cd3315-a903-11ef-b6ee-99fe490b983b,40.7503,-74.0006
"12208,United States",1,14,4302,Qualprint,4538 - HASHVI 2412205,1,2024-11-27,OpVnPvMxgZur5plaqKtB,2024-11-27,,4538,2024-11-29,e4295f0d-a902-11ef-9ad8-3d831072383e,42.656,-73.7964
"01237,United States",1,14,4302,Qualprint,4538 - HASHVI 2412205,1,2024-11-27,OpVnPvMxgZur5plaqKtB,2024-11-29,,4538,2024-11-29,8e4378f1-a902-11ef-91e3-f775831144c7,42.5173,-73.2282
"12211,United States",1,14,4302,Qualprint,4538 - HASHVI 2412205,1,2024-11-27,OpVnPvMxgZur5plaqKtB,2024-11-27,,4538,2024-11-29,719438bc-a903-11ef-aa98-5d162523f7e3,42.7133,-73.7739
"10025,United States",1,13,4302,Qualprint,4538 - HASHVI 2412205,1,2024-11-27,OpVnPvMxgZur5plaqKtB,2024-11-27,,4538,2024-11-29,21178e91-a904-11ef-8414-b1dc88d05ed4,40.7975,-73.9683
"01027,United States",1,13,4302,Qualprint,4538 - HASHVI 2412205,1,2024-11-27,OpVnPvMxgZur5plaqKtB,2024-11-29,,4538,2024-11-29,557ac542-a903-11ef-bec1-9579cdb7a1fb,42.2668,-72.669
"12061,United States",1,13,4302,Qualprint,4538 - HASHVI 2412205,1,2024-11-27,OpVnPvMxgZur5plaqKtB,2024-11-27,,4538,2024-11-29,c43b63f1-a902-11ef-97ba-e7c3c1d85211,42.5951,-73.6826
"12075,United States",1,12,4302,Qualprint,4538 - HASHVI 2412205,1,2024-11-27,OpVnPvMxgZur5plaqKtB,2024-11-27,,4538,2024-11-29,1af84913-a903-11ef-897a-4f7ac04b3f94,42.3036,-73.6486
"05001,United States",0,12,4302,Qualprint,4538 - HASHVI 2412205,1,2024-11-27,OpVnPvMxgZur5plaqKtB,2024-11-29,WHITE RIVER JUNCTION,4538,2024-12-02,c2ed3911-a902-11ef-97ba-e7c3c1d85211,43.6722,-72.3813
"12065,United States",1,12,4302,Qualprint,4538 - HASHVI 2412205,1,2024-11-27,OpVnPvMxgZur5plaqKtB,2024-11-27,,4538,2024-11-29,96be0914-a902-11ef-ac12-fff481f5d281,42.8499,-73.7851
"10003,United States",1,12,4302,Qualprint,4538 - HASHVI 2412205,1,2024-11-27,OpVnPvMxgZur5plaqKtB,2024-11-27,,4538,2024-11-29,04e0014c-a903-11ef-b588-77b3fbc4c29d,40.7313,-73.9892
"01075,United States",1,11,4302,Qualprint,4538 - HASHVI 2412205,1,2024-11-27,OpVnPvMxgZur5plaqKtB,2024-11-29,,4538,2024-11-29,d6246f21-a904-11ef-b8d3-b3f555baf86b,42.2375,-72.5811
"01270,United States",1,11,4302,Qualprint,4538 - HASHVI 2412205,1,2024-11-27,OpVnPvMxgZur5plaqKtB,2024-11-29,,4538,2024-11-29,8ee38221-a905-11ef-b8d3-b3f555baf86b,42.515,-73.0412
"12309,United States",1,11,4302,Qualprint,4538 - HASHVI 2412205,1,2024-11-27,OpVnPvMxgZur5plaqKtB,2024-11-27,,4538,2024-11-29,612ed586-a903-11ef-97ba-e7c3c1d85211,42.8091,-73.8693
"10028,United States",1,11,4302,Qualprint,4538 - HASHVI 2412205,1,2024-11-27,OpVnPvMxgZur5plaqKtB,2024-11-27,,4538,2024-11-29,e27fa6a1-a902-11ef-9ad8-3d831072383e,40.7763,-73.9529
"01002,United States",1,11,4302,Qualprint,4538 - HASHVI 2412205,1,2024-11-27,OpVnPvMxgZur5plaqKtB,2024-11-29,,4538,2024-11-29,b074df00-a903-11ef-aadf-c9ca81d212b8,42.3671,-72.4646
"11256,United States",1,11,4302,Qualprint,4538 - HASHVI 2412205,1,2024-11-27,OpVnPvMxgZur5plaqKtB,2024-11-29,BROOKLYN,4538,2024-12-02,aae56b65-a904-11ef-b573-3dbb81e63688,40.6451,-73.945
"01085,United States",1,10,4302,Qualprint,4538 - HASHVI 2412205,1,2024-11-27,OpVnPvMxgZur5plaqKtB,2024-11-29,,4538,2024-11-29,855147e1-a902-11ef-9cfe-4d2828bc361d,42.1251,-72.7495
"12123,United States",1,10,4302,Qualprint,4538 - HASHVI 2412205,1,2024-11-27,OpVnPvMxgZur5plaqKtB,2024-11-27,,4538,2024-11-29,c2782163-a908-11ef-9562-c1c871c2ed10,42.5271,-73.6118
"12054,United States",1,10,4302,Qualprint,4538 - HASHVI 2412205,1,2024-11-27,OpVnPvMxgZur5plaqKtB,2024-11-27,,4538,2024-11-29,18120723-a905-11ef-b573-3dbb81e63688,42.6158,-73.8373
"11201,United States",1,10,4302,Qualprint,4538 - HASHVI 2412205,1,2024-11-27,OpVnPvMxgZur5plaqKtB,2024-11-29,,4538,2024-11-29,ebdb5279-a903-11ef-b6ee-99fe490b983b,40.694,-73.9903
"01026,United States",1,9,4302,Qualprint,4538 - HASHVI 2412205,1,2024-11-27,OpVnPvMxgZur5plaqKtB,2024-11-29,,4538,2024-11-29,fcfe2ec1-a902-11ef-a816-e9a333d5a54f,42.4633,-72.9202
"12136,United States",1,9,4302,Qualprint,4538 - HASHVI 2412205,1,2024-11-27,OpVnPvMxgZur5plaqKtB,2024-11-27,,4538,2024-11-29,ca55d21c-a904-11ef-b573-3dbb81e63688,42.4357,-73.5545
"12866,United States",1,9,4302,Qualprint,4538 - HASHVI 2412205,1,2024-11-27,OpVnPvMxgZur5plaqKtB,2024-11-27,,4538,2024-11-29,422b4f90-a905-11ef-b8d3-b3f555baf86b,43.0708,-73.7408
"12110,United States",1,9,4302,Qualprint,4538 - HASHVI 2412205,1,2024-11-27,OpVnPvMxgZur5plaqKtB,2024-11-27,,4538,2024-11-29,95b8a6fe-a902-11ef-bec1-9579cdb7a1fb,42.7462,-73.763
"10023,United States",1,9,4302,Qualprint,4538 - HASHVI 2412205,1,2024-11-27,OpVnPvMxgZur5plaqKtB,2024-11-27,,4538,2024-11-29,2ece9021-a903-11ef-a727-9bf7a5686735,40.7764,-73.9827
"12106,United States",1,9,4302,Qualprint,4538 - HASHVI 2412205,1,2024-11-27,OpVnPvMxgZur5plaqKtB,2024-11-27,,4538,2024-11-29,adda0531-a902-11ef-a816-e9a333d5a54f,42.3767,-73.7183
"01106,United States",1,9,4302,Qualprint,4538 - HASHVI 2412205,1,2024-11-27,OpVnPvMxgZur5plaqKtB,2024-11-29,,4538,2024-11-29,295706e3-a903-11ef-9ad8-3d831072383e,42.0507,-72.5676
"10610,United States",1,8,4302,Qualprint,4538 - HASHVI 2412205,1,2024-11-27,OpVnPvMxgZur5plaqKtB,2024-11-29,WESTCHESTER,4538,2024-12-02,e3de9a65-a902-11ef-937d-7f9df8d1bd99,41.119,-73.733
"12198,United States",1,8,4302,Qualprint,4538 - HASHVI 2412205,1,2024-11-27,OpVnPvMxgZur5plaqKtB,2024-11-27,,4538,2024-11-29,959b8203-a902-11ef-8414-b1dc88d05ed4,42.6878,-73.6383
"12047,United States",1,8,4302,Qualprint,4538 - HASHVI 2412205,1,2024-11-27,OpVnPvMxgZur5plaqKtB,2024-11-27,,4538,2024-11-29,31bcb9f1-a904-11ef-b573-3dbb81e63688,42.7754,-73.7124
"10011,United States",1,8,4302,Qualprint,4538 - HASHVI 2412205,1,2024-11-27,OpVnPvMxgZur5plaqKtB,2024-11-27,,4538,2024-11-29,e67a53ed-a902-11ef-937d-7f9df8d1bd99,40.7402,-73.9996
"12529,United States",1,8,4302,Qualprint,4538 - HASHVI 2412205,1,2024-11-27,OpVnPvMxgZur5plaqKtB,2024-11-29,,4538,2024-12-02,a290cf62-a903-11ef-aadf-c9ca81d212b8,42.1868,-73.5483
"01245,United States",1,8,4302,Qualprint,4538 - HASHVI 2412205,1,2024-11-27,OpVnPvMxgZur5plaqKtB,2024-11-29,,4538,2024-11-29,7e5dd79b-a903-11ef-aadf-c9ca81d212b8,42.1867,-73.2065
"10583,United States",1,8,4302,Qualprint,4538 - HASHVI 2412205,1,2024-11-27,OpVnPvMxgZur5plaqKtB,2024-11-29,,4538,2024-12-02,6b475e1a-a903-11ef-aadf-c9ca81d212b8,40.9927,-73.7995
"01546,United States",1,8,4302,Qualprint,4538 - HASHVI 2412205,1,2024-11-27,OpVnPvMxgZur5plaqKtB,2024-11-27,CENTRAL,4538,2024-11-29,00768ca1-a903-11ef-8414-b1dc88d05ed4,42.3648,-71.8969
"12138,United States",1,8,4302,Qualprint,4538 - HASHVI 2412205,1,2024-11-27,OpVnPvMxgZur5plaqKtB,2024-11-27,,4538,2024-11-29,4b048c47-a903-11ef-aadf-c9ca81d212b8,42.7495,-73.3401
"10027,United States",1,7,4302,Qualprint,4538 - HASHVI 2412205,1,2024-11-27,OpVnPvMxgZur5plaqKtB,2024-11-27,,4538,2024-11-29,3754d57d-a902-11ef-af60-9db9032a0ac8,40.8116,-73.955
"12062,United States",1,7,4302,Qualprint,4538 - HASHVI 2412205,1,2024-11-27,OpVnPvMxgZur5plaqKtB,2024-11-27,,4538,2024-11-29,174b7b72-a908-11ef-ab85-01800d5c149a,42.5352,-73.4984
"12534,United States",1,7,4302,Qualprint,4538 - HASHVI 2412205,1,2024-11-27,OpVnPvMxgZur5plaqKtB,2024-11-29,,4538,2024-11-29,c7d36250-a903-11ef-aa98-5d162523f7e3,42.247,-73.7552
"01255,United States",1,7,4302,Qualprint,4538 - HASHVI 2412205,1,2024-11-27,OpVnPvMxgZur5plaqKtB,2024-11-29,,4538,2024-11-29,265363db-a903-11ef-9ad8-3d831072383e,42.1094,-73.1163
"01073,United States",1,7,4302,Qualprint,4538 - HASHVI 2412205,1,2024-11-27,OpVnPvMxgZur5plaqKtB,2024-11-29,,4538,2024-11-29,54309204-a903-11ef-937d-7f9df8d1bd99,42.2247,-72.7194
"01867,United States",1,7,4302,Qualprint,4538 - HASHVI 2412205,1,2024-11-27,OpVnPvMxgZur5plaqKtB,2024-11-27,,4538,2024-11-29,72215d86-a903-11ef-aa98-5d162523f7e3,42.528,-71.109
"01070,United States",1,7,4302,Qualprint,4538 - HASHVI 2412205,1,2024-11-27,OpVnPvMxgZur5plaqKtB,2024-11-29,,4538,2024-11-29,762c4c8f-a905-11ef-b8d3-b3f555baf86b,42.5144,-72.9183
"05261,United States",1,7,4302,Qualprint,4538 - HASHVI 2412205,1,2024-11-27,OpVnPvMxgZur5plaqKtB,2024-11-29,,4538,2024-12-02,62000825-a903-11ef-97ba-e7c3c1d85211,42.788,-73.2162
"01301,United States",1,7,4302,Qualprint,4538 - HASHVI 2412205,1,2024-11-27,OpVnPvMxgZur5plaqKtB,2024-11-29,,4538,2024-12-02,99dd5f8f-a904-11ef-a570-9dcc894cbec2,42.6013,-72.6236
"12144,United States",1,7,4302,Qualprint,4538 - HASHVI 2412205,1,2024-11-27,OpVnPvMxgZur5plaqKtB,2024-11-27,,4538,2024-11-29,842a2d0a-a902-11ef-b588-77b3fbc4c29d,42.6359,-73.7219
"01062,United States",1,7,4302,Qualprint,4538 - HASHVI 2412205,1,2024-11-27,OpVnPvMxgZur5plaqKtB,2024-11-29,,4538,2024-11-29,e645fd71-a902-11ef-bf6d-e598677580ab,42.3219,-72.6928
"10708,United States",1,7,4302,Qualprint,4538 - HASHVI 2412205,1,2024-11-27,OpVnPvMxgZur5plaqKtB,2024-11-29,,4538,2024-11-30,1d75ba67-a905-11ef-b573-3dbb81e63688,40.9391,-73.8353
"06058,United States",1,7,4302,Qualprint,4538 - HASHVI 2412205,1,2024-11-27,OpVnPvMxgZur5plaqKtB,2024-11-29,,4538,2024-11-29,b624f9c1-a902-11ef-aa2f-afeb17addb22,41.9854,-73.1992
"01096,United States",1,7,4302,Qualprint,4538 - HASHVI 2412205,1,2024-11-27,OpVnPvMxgZur5plaqKtB,2024-11-29,,4538,2024-11-29,d7189313-a904-11ef-b8d3-b3f555baf86b,42.4085,-72.778
"01089,United States",1,7,4302,Qualprint,4538 - HASHVI 2412205,1,2024-11-27,OpVnPvMxgZur5plaqKtB,2024-11-29,,4538,2024-11-29,316c81a5-a905-11ef-9696-4de1e6330e26,42.1151,-72.6411
"02472,United States",1,6,4302,Qualprint,4538 - HASHVI 2412205,1,2024-11-27,OpVnPvMxgZur5plaqKtB,2024-11-27,,4538,2024-11-29,dbaac561-a904-11ef-b573-3dbb81e63688,42.37,-71.1773
"10014,United States",1,6,4302,Qualprint,4538 - HASHVI 2412205,1,2024-11-27,OpVnPvMxgZur5plaqKtB,2024-11-27,,4538,2024-11-29,b23f9763-a904-11ef-b573-3dbb81e63688,40.7339,-74.0054
"05201,United States",1,6,4302,Qualprint,4538 - HASHVI 2412205,1,2024-11-27,OpVnPvMxgZur5plaqKtB,2024-11-29,,4538,2024-12-02,3b12b5f6-a904-11ef-88a3-b332ca0a7804,42.8827,-73.1923
"10021,United States",1,6,4302,Qualprint,4538 - HASHVI 2412205,1,2024-11-27,OpVnPvMxgZur5plaqKtB,2024-11-27,,4538,2024-11-29,1bc3d689-a903-11ef-8316-2956f7236738,40.7685,-73.9588
"10128,United States",1,6,4302,Qualprint,4538 - HASHVI 2412205,1,2024-11-27,OpVnPvMxgZur5plaqKtB,2024-11-27,,4538,2024-11-29,b3b11e31-a903-11ef-af60-9db9032a0ac8,40.7816,-73.9511
"01028,United States",1,6,4302,Qualprint,4538 - HASHVI 2412205,1,2024-11-27,OpVnPvMxgZur5plaqKtB,2024-11-29,,4538,2024-11-29,48b66116-a904-11ef-a570-9dcc894cbec2,42.0672,-72.5056
"06488,United States",1,6,4302,Qualprint,4538 - HASHVI 2412205,1,2024-11-27,OpVnPvMxgZur5plaqKtB,2024-11-29,,4538,2024-11-29,81a6e824-a903-11ef-aadf-c9ca81d212b8,41.4767,-73.2241
"12203,United States",1,6,4302,Qualprint,4538 - HASHVI 2412205,1,2024-11-27,OpVnPvMxgZur5plaqKtB,2024-11-27,,4538,2024-11-29,08f71de1-a908-11ef-ab85-01800d5c149a,42.7003,-73.8575
"02143,United States",1,6,4302,Qualprint,4538 - HASHVI 2412205,1,2024-11-27,OpVnPvMxgZur5plaqKtB,2024-11-27,,4538,2024-11-29,a6567f53-a902-11ef-8414-b1dc88d05ed4,42.3829,-71.1028
"12521,United States",1,6,4302,Qualprint,4538 - HASHVI 2412205,1,2024-11-27,OpVnPvMxgZur5plaqKtB,2024-11-29,,4538,2024-11-29,9acc7dab-a908-11ef-ab85-01800d5c149a,42.176,-73.6571
"01236,United States",1,6,4302,Qualprint,4538 - HASHVI 2412205,1,2024-11-27,OpVnPvMxgZur5plaqKtB,2024-11-29,,4538,2024-11-29,97eb3e65-a902-11ef-bec1-9579cdb7a1fb,42.2653,-73.3745
"06902,United States",1,5,4302,Qualprint,4538 - HASHVI 2412205,1,2024-11-27,OpVnPvMxgZur5plaqKtB,2024-11-29,,4538,2024-12-02,f9068ec1-a902-11ef-97ba-e7c3c1d85211,41.0602,-73.5445
"03833,United States",1,5,4302,Qualprint,4538 - HASHVI 2412205,1,2024-11-27,OpVnPvMxgZur5plaqKtB,2024-11-29,,4538,2024-12-02,510e86f1-a902-11ef-9b93-e1092a6c0f16,42.9815,-70.9478
"06039,United States",1,5,4302,Qualprint,4538 - HASHVI 2412205,1,2024-11-27,OpVnPvMxgZur5plaqKtB,2024-11-29,,4538,2024-11-29,2c377511-a904-11ef-9b93-e1092a6c0f16,41.9516,-73.4377
"12831,United States",1,5,4302,Qualprint,4538 - HASHVI 2412205,1,2024-11-27,OpVnPvMxgZur5plaqKtB,2024-11-27,,4538,2024-11-29,334fb604-a904-11ef-8316-2956f7236738,43.1803,-73.7053
"01035,United States",1,5,4302,Qualprint,4538 - HASHVI 2412205,1,2024-11-27,OpVnPvMxgZur5plaqKtB,2024-11-29,,4538,2024-11-29,728d4942-a904-11ef-b6ee-99fe490b983b,42.3606,-72.5715
"01259,United States",1,5,4302,Qualprint,4538 - HASHVI 2412205,1,2024-11-27,OpVnPvMxgZur5plaqKtB,2024-11-29,,4538,2024-11-29,66f7f6ae-a902-11ef-bec1-9579cdb7a1fb,42.078,-73.2609
"02478,United States",1,5,4302,Qualprint,4538 - HASHVI 2412205,1,2024-11-27,OpVnPvMxgZur5plaqKtB,2024-11-27,,4538,2024-11-29,f48da642-a901-11ef-8414-b1dc88d05ed4,42.3959,-71.1787
"07302,United States",1,5,4302,Qualprint,4538 - HASHVI 2412205,1,2024-11-27,OpVnPvMxgZur5plaqKtB,2024-11-29,,4538,2024-12-02,0cf4fc43-a904-11ef-8414-b1dc88d05ed4,40.7221,-74.0469
"01701,United States",1,5,4302,Qualprint,4538 - HASHVI 2412205,1,2024-11-27,OpVnPvMxgZur5plaqKtB,2024-11-29,,4538,2024-12-02,b4ac8a91-a902-11ef-aa2f-afeb17addb22,42.3007,-71.4255
"03103,United States",1,5,4302,Qualprint,4538 - HASHVI 2412205,1,2024-11-27,OpVnPvMxgZur5plaqKtB,2024-11-29,MANCHESTER,4538,2024-12-02,cf2a19a4-a908-11ef-98d9-c10003640bf5,42.9656,-71.4493
"02474,United States",1,5,4302,Qualprint,4538 - HASHVI 2412205,1,2024-11-27,OpVnPvMxgZur5plaqKtB,2024-11-27,,4538,2024-11-29,495e24b1-a902-11ef-a816-e9a333d5a54f,42.4202,-71.1565
"02446,United States",1,5,4302,Qualprint,4538 - HASHVI 2412205,1,2024-11-27,OpVnPvMxgZur5plaqKtB,2024-11-27,,4538,2024-11-29,34f03c11-a903-11ef-8316-2956f7236738,42.3431,-71.123
"06489,United States",1,5,4302,Qualprint,4538 - HASHVI 2412205,1,2024-11-27,OpVnPvMxgZur5plaqKtB,2024-11-29,,4538,2024-11-29,4167ea61-a903-11ef-bec1-9579cdb7a1fb,41.6052,-72.8727
"01242,United States",1,5,4302,Qualprint,4538 - HASHVI 2412205,1,2024-11-27,OpVnPvMxgZur5plaqKtB,2024-11-29,,4538,2024-11-29,1b9c2a31-a903-11ef-b972-275f3d92c4ca,42.3386,-73.2509
"34260,United States",1,5,4302,Qualprint,4538 - HASHVI 2412205,1,2024-11-27,OpVnPvMxgZur5plaqKtB,2024-11-29,MANASOTA,4538,2024-12-03,3cde8731-a902-11ef-baa6-dd3a3af2e730,27.4272,-82.4387
"01007,United States",1,5,4302,Qualprint,4538 - HASHVI 2412205,1,2024-11-27,OpVnPvMxgZur5plaqKtB,2024-11-29,,4538,2024-11-29,e9d04031-a903-11ef-b6ee-99fe490b983b,42.2751,-72.411
"01752,United States",1,5,4302,Qualprint,4538 - HASHVI 2412205,1,2024-11-27,OpVnPvMxgZur5plaqKtB,2024-11-29,,4538,2024-12-02,dfbb5685-a902-11ef-b972-275f3d92c4ca,42.3509,-71.5434
"12516,United States",1,5,4302,Qualprint,4538 - HASHVI 2412205,1,2024-11-27,OpVnPvMxgZur5plaqKtB,2024-11-29,,4538,2024-12-02,e7792646-a902-11ef-901b-93ef5c56d78a,42.1113,-73.5526
"10022,United States",1,5,4302,Qualprint,4538 - HASHVI 2412205,1,2024-11-27,OpVnPvMxgZur5plaqKtB,2024-11-27,,4538,2024-11-29,e70f40e9-a902-11ef-b972-275f3d92c4ca,40.7571,-73.9657
"12015,United States",1,5,4302,Qualprint,4538 - HASHVI 2412205,1,2024-11-27,OpVnPvMxgZur5plaqKtB,2024-11-27,,4538,2024-11-29,4867a4e3-a904-11ef-9b93-e1092a6c0f16,42.2736,-73.8152
"02155,United States",1,5,4302,Qualprint,4538 - HASHVI 2412205,1,2024-11-27,OpVnPvMxgZur5plaqKtB,2024-11-27,,4538,2024-11-29,d1c66c39-a904-11ef-9696-4de1e6330e26,42.4173,-71.1087
"02138,United States",1,5,4302,Qualprint,4538 - HASHVI 2412205,1,2024-11-27,OpVnPvMxgZur5plaqKtB,2024-11-27,,4538,2024-11-29,472d9e35-a904-11ef-a727-9bf7a5686735,42.377,-71.1256
"12196,United States",1,5,4302,Qualprint,4538 - HASHVI 2412205,1,2024-11-27,OpVnPvMxgZur5plaqKtB,2024-11-27,,4538,2024-11-29,c44d2f85-a908-11ef-9562-c1c871c2ed10,42.638,-73.6109
